
LPUSH laborresource_kind manufacturing

LPUSH laborresource_manufacturing_name_type highly skilled
LPUSH laborresource_manufacturing_name_type moderately skilled
LPUSH laborresource_manufacturing_name_type uniquely skilled

# Lalabor is know for it's
LPUSH laborresource_manufacturing_name manufacturing
LPUSH laborresource_manufacturing_name fabrication
LPUSH laborresource_manufacturing_name construction
LPUSH laborresource_manufacturing_name workforce
LPUSH laborresource_manufacturing_name mass-production
LPUSH laborresource_manufacturing_name forgery


#which ________ pottery
SET laborresource_manufacturing_method produces


# which provides

LPUSH laborresource_manufacturing_product stylish marbles
LPUSH laborresource_manufacturing_product glazed pottery
LPUSH laborresource_manufacturing_product construction materials
LPUSH laborresource_manufacturing_product petroleum jelly
LPUSH laborresource_manufacturing_product scented oils
LPUSH laborresource_manufacturing_product cooking oils
LPUSH laborresource_manufacturing_product useful wax
LPUSH laborresource_manufacturing_product bottled mineral water
LPUSH laborresource_manufacturing_product luxury coffins
LPUSH laborresource_manufacturing_product utility boxes
LPUSH laborresource_manufacturing_product well-crafted barrels
LPUSH laborresource_manufacturing_product reliable torches
LPUSH laborresource_manufacturing_product reliable wheels
LPUSH laborresource_manufacturing_product beautiful flutes
LPUSH laborresource_manufacturing_product recognizable drums
LPUSH laborresource_manufacturing_product unique dolls
LPUSH laborresource_manufacturing_product decorative codpieces
LPUSH laborresource_manufacturing_product secure chastity belts
LPUSH laborresource_manufacturing_product terrifying iron maidens
LPUSH laborresource_manufacturing_product decorative penis sheathes
LPUSH laborresource_manufacturing_product warm kitten mittens
LPUSH laborresource_manufacturing_product quality monkey wrenches
LPUSH laborresource_manufacturing_product small lyres
LPUSH laborresource_manufacturing_product colorful thread
LPUSH laborresource_manufacturing_product colorful yarn
LPUSH laborresource_manufacturing_product polished rocks
LPUSH laborresource_manufacturing_product trained carrier pigeons
LPUSH laborresource_manufacturing_product trained singing frogs
LPUSH laborresource_manufacturing_product masterful knives
LPUSH laborresource_manufacturing_product exquisite swords
LPUSH laborresource_manufacturing_product well-crafted axes
LPUSH laborresource_manufacturing_product sturdy maces
LPUSH laborresource_manufacturing_product supple bows
LPUSH laborresource_manufacturing_product various saws
LPUSH laborresource_manufacturing_product sturdy picks
LPUSH laborresource_manufacturing_product various shovels
LPUSH laborresource_manufacturing_product cheap clubs
LPUSH laborresource_manufacturing_product fanciful dream-catchers
LPUSH laborresource_manufacturing_product pulp poems
LPUSH laborresource_manufacturing_product beautiful quilts
LPUSH laborresource_manufacturing_product delicious beer
LPUSH laborresource_manufacturing_product fine wine
LPUSH laborresource_manufacturing_product powerful spirits
