#

LPUSH magicitem_kind potion


LPUSH potion_name_template {{ magicitem.strength['name'] }} {{ magicitem.effect_description['name'] }} {{ magicitem.kind }}
LPUSH potion_name_template {{ magicitem.strength['name'] }} {{ magicitem.variety }} of {{ magicitem.effect_description['name'] }}
LPUSH potion_name_template {{ magicitem.npc.name['firstname'] }}'s {{ magicitem.effect_description['name'] }} {{ magicitem.variety }}


LPUSH potion_effect healing
LPUSH potion_effect neutralize_poison
LPUSH potion_effect endure_elements
LPUSH potion_effect jumping
LPUSH potion_effect remove_fear
LPUSH potion_effect blur
LPUSH potion_effect flight
LPUSH potion_effect levitation
LPUSH potion_effect haste
LPUSH potion_effect respiration
            
HSET potion_effect_description healing              {"name":"healing",              "description":"can heal various wounds and ailments"    }
HSET potion_effect_description neutralize_poison    {"name":"neutralize poison",    "description":"can neutralize various poisons"          }
HSET potion_effect_description endure_elements      {"name":"endure elements",      "description":"increases resistance to the elements"    }
HSET potion_effect_description jumping              {"name":"jumping",              "description":"allows user to jump to amazing heights and distances"    }
HSET potion_effect_description remove_fear          {"name":"remove fear",          "description":"fortifies the user against the most terrifying foes"     }
HSET potion_effect_description blur                 {"name":"blur",                 "description":"causes user to blur with movement"       }
HSET potion_effect_description flight               {"name":"flight",               "description":"allows unassisted flight for a limited duration"         }
HSET potion_effect_description levitation           {"name":"levitation",           "description":"allows unassisted levitation for a limited duration"     }
HSET potion_effect_description haste                {"name":"haste",                "description":"allows user to move with extreme speed"  }
HSET potion_effect_description respiration          {"name":"respiration",          "description":"allows user breathe in otherwise dangerous environments" }
            
#<!-- may cause blindness, which -->

ZADD potion_duration  10  {"name":"is temporary",           "score":10  }
ZADD potion_duration  20  {"name":"lasts a few seconds",    "score":20  }
ZADD potion_duration  30  {"name":"lasts a minute",         "score":30  }
ZADD potion_duration  40  {"name":"lasts a few minutes",    "score":40  }
ZADD potion_duration  50  {"name":"lasts several minutes",  "score":50  }
ZADD potion_duration  60  {"name":"lasts an hour",          "score":60  }
ZADD potion_duration  70  {"name":"lasts a few hours",      "score":70  }
ZADD potion_duration  80  {"name":"lasts several hours",    "score":80  }
ZADD potion_duration  85  {"name":"lasts a day",            "score":85  }
ZADD potion_duration  90  {"name":"lasts a few days",       "score":90  }
ZADD potion_duration  95  {"name":"lasts a week",           "score":95  }
ZADD potion_duration  98  {"name":"lasts weeks",            "score":98  }
ZADD potion_duration 100  {"name":"is permanent",           "score":100  }


# In the container is a _________ potion
ZADD potion_consistency   3  {"name":"watery",   "score":3  }
ZADD potion_consistency   6  {"name":"thick",   "score":6  }
ZADD potion_consistency   9  {"name":"chunky",   "score":9  }
ZADD potion_consistency  12  {"name":"viscous",   "score":12  }
ZADD potion_consistency  15  {"name":"goopy",   "score":15  }
ZADD potion_consistency  18  {"name":"gooey",   "score":18  }
ZADD potion_consistency  21  {"name":"milky",   "score":21  }
ZADD potion_consistency  24  {"name":"soupy",   "score":24  }
ZADD potion_consistency  27  {"name":"sappy",   "score":27  }
ZADD potion_consistency  30  {"name":"crusty",   "score":30  }
ZADD potion_consistency  33  {"name":"buttery",   "score":33  }
ZADD potion_consistency  36  {"name":"bubbly",   "score":36  }
ZADD potion_consistency  39  {"name":"runny",   "score":39  }
ZADD potion_consistency  42  {"name":"layered",   "score":42  }
ZADD potion_consistency  45  {"name":"syrupy",   "score":45  }
ZADD potion_consistency  48  {"name":"coagulated",   "score":48  }
ZADD potion_consistency  51  {"name":"congealed",   "score":51  }
ZADD potion_consistency  54  {"name":"gloppy",   "score":54  }
ZADD potion_consistency  57  {"name":"gunky",   "score":57  }
ZADD potion_consistency  60  {"name":"jellied",   "score":60  }
ZADD potion_consistency  63  {"name":"solidified",   "score":63  }
ZADD potion_consistency  66  {"name":"pulpy",   "score":66  }
ZADD potion_consistency  69  {"name":"slushy",   "score":69  }
ZADD potion_consistency  72  {"name":"tacky",   "score":72  }
ZADD potion_consistency  75  {"name":"mucousy",   "score":75  }
ZADD potion_consistency  78  {"name":"waxy",   "score":78  }
ZADD potion_consistency  81  {"name":"scummy",   "score":81  }
ZADD potion_consistency  84  {"name":"aqueous",   "score":84  }
ZADD potion_consistency  87  {"name":"brothy",   "score":87  }
ZADD potion_consistency  90  {"name":"fizzing",   "score":90  }
