LPUSH potion_color absolute zero
LPUSH potion_color acid green
LPUSH potion_color aero
LPUSH potion_color aero blue
LPUSH potion_color african violet
LPUSH potion_color air superiority blue
LPUSH potion_color alabama crimson
LPUSH potion_color alice blue
LPUSH potion_color alien armpit
LPUSH potion_color alizarin crimson
LPUSH potion_color alloy orange
LPUSH potion_color almond
LPUSH potion_color amaranth
LPUSH potion_color amaranth deep purple
LPUSH potion_color amaranth pink
LPUSH potion_color amaranth purple
LPUSH potion_color amaranth red
LPUSH potion_color amazon
LPUSH potion_color amber
LPUSH potion_color american rose
LPUSH potion_color amethyst
LPUSH potion_color android green
LPUSH potion_color anti-flash white
LPUSH potion_color antique brass
LPUSH potion_color antique bronze
LPUSH potion_color antique fuchsia
LPUSH potion_color antique ruby
LPUSH potion_color antique white
LPUSH potion_color apple green
LPUSH potion_color apricot
LPUSH potion_color aqua
LPUSH potion_color aquamarine
LPUSH potion_color arctic lime
LPUSH potion_color army green
LPUSH potion_color artichoke
LPUSH potion_color arylide yellow
LPUSH potion_color ash grey
LPUSH potion_color asparagus
LPUSH potion_color atomic tangerine
LPUSH potion_color auburn
LPUSH potion_color aureolin
LPUSH potion_color aurometalsaurus
LPUSH potion_color avocado
LPUSH potion_color aztec gold
LPUSH potion_color azure
LPUSH potion_color azure mist
LPUSH potion_color azureish white
LPUSH potion_color baby blue
LPUSH potion_color baby blue eyes
LPUSH potion_color baby pink
LPUSH potion_color baby powder
LPUSH potion_color baker-miller pink
LPUSH potion_color ball blue
LPUSH potion_color banana mania
LPUSH potion_color banana yellow
LPUSH potion_color bangladesh green
LPUSH potion_color barbie pink
LPUSH potion_color barn red
LPUSH potion_color battleship grey
LPUSH potion_color bazaar
LPUSH potion_color beau blue
LPUSH potion_color beaver
LPUSH potion_color beige
LPUSH potion_color belgion
LPUSH potion_color b'dazzled blue
LPUSH potion_color big dip of ruby
LPUSH potion_color big foot feet
LPUSH potion_color bisque
LPUSH potion_color bistre
LPUSH potion_color bistre brown
LPUSH potion_color bitter lemon
LPUSH potion_color bitter lime
LPUSH potion_color bittersweet
LPUSH potion_color bittersweet shimmer
LPUSH potion_color black
LPUSH potion_color black bean
LPUSH potion_color black coral
LPUSH potion_color black leather jacket
LPUSH potion_color black olive
LPUSH potion_color black shadows
LPUSH potion_color blanched almond
LPUSH potion_color blast-off bronze
LPUSH potion_color bleu de france
LPUSH potion_color blizzard blue
LPUSH potion_color blond
LPUSH potion_color blue
LPUSH potion_color blue bell
LPUSH potion_color blue-gray
LPUSH potion_color blue-green
LPUSH potion_color blue jeans
LPUSH potion_color blue lagoon
LPUSH potion_color blue-magenta violet
LPUSH potion_color blue sapphire
LPUSH potion_color blue-violet
LPUSH potion_color blue yonder
LPUSH potion_color blueberry
LPUSH potion_color bluebonnet
LPUSH potion_color blush
LPUSH potion_color bole
LPUSH potion_color bondi blue
LPUSH potion_color bone
LPUSH potion_color booger buster
LPUSH potion_color boston university red
LPUSH potion_color bottle green
LPUSH potion_color boysenberry
LPUSH potion_color brandeis blue
LPUSH potion_color brass
LPUSH potion_color brick red
LPUSH potion_color bright cerulean
LPUSH potion_color bright green
LPUSH potion_color bright lavender
LPUSH potion_color bright lilac
LPUSH potion_color bright maroon
LPUSH potion_color bright navy blue
LPUSH potion_color bright pink
LPUSH potion_color bright turquoise
LPUSH potion_color bright ube
LPUSH potion_color brilliant azure
LPUSH potion_color brilliant lavender
LPUSH potion_color brilliant rose
LPUSH potion_color brink pink
LPUSH potion_color british racing green
LPUSH potion_color bronze
LPUSH potion_color bronze yellow
LPUSH potion_color brown-nose
LPUSH potion_color brown sugar
LPUSH potion_color brunswick green
LPUSH potion_color bubble gum
LPUSH potion_color bubbles
LPUSH potion_color bud green
LPUSH potion_color buff
LPUSH potion_color bulgarian rose
LPUSH potion_color burgundy
LPUSH potion_color burlywood
LPUSH potion_color burnished brown
LPUSH potion_color burnt orange
LPUSH potion_color burnt sienna
LPUSH potion_color burnt umber
LPUSH potion_color byzantine
LPUSH potion_color byzantium
LPUSH potion_color cadet
LPUSH potion_color cadet blue
LPUSH potion_color cadet grey
LPUSH potion_color cadmium green
LPUSH potion_color cadmium orange
LPUSH potion_color cadmium red
LPUSH potion_color cadmium yellow
LPUSH potion_color cafe au lait
LPUSH potion_color cafe noir
LPUSH potion_color cal poly green
LPUSH potion_color cambridge blue
LPUSH potion_color camel
LPUSH potion_color cameo pink
LPUSH potion_color camouflage green
LPUSH potion_color canary yellow
LPUSH potion_color candy apple red
LPUSH potion_color candy pink
LPUSH potion_color capri
LPUSH potion_color caput mortuum
LPUSH potion_color cardinal
LPUSH potion_color caribbean green
LPUSH potion_color carmine
LPUSH potion_color carmine pink
LPUSH potion_color carmine red
LPUSH potion_color carnation pink
LPUSH potion_color carnelian
LPUSH potion_color carolina blue
LPUSH potion_color carrot orange
LPUSH potion_color castleton green
LPUSH potion_color catalina blue
LPUSH potion_color catawba
LPUSH potion_color cedar chest
LPUSH potion_color ceil
LPUSH potion_color celadon
LPUSH potion_color celadon blue
LPUSH potion_color celadon green
LPUSH potion_color celeste
LPUSH potion_color celestial blue
LPUSH potion_color cerise
LPUSH potion_color cerise pink
LPUSH potion_color cerulean
LPUSH potion_color cerulean blue
LPUSH potion_color cerulean frost
LPUSH potion_color cg blue
LPUSH potion_color cg red
LPUSH potion_color chamoisee
LPUSH potion_color champagne
LPUSH potion_color charcoal
LPUSH potion_color charleston green
LPUSH potion_color charm pink
LPUSH potion_color cherry
LPUSH potion_color cherry blossom pink
LPUSH potion_color chestnut
LPUSH potion_color china pink
LPUSH potion_color china rose
